Transaction_ID,User_ID,Date,Transaction_Type,Category,Amount,Balance_After_Transaction,Budget_Planned,Budget_Utilized,Credit_Score,Investment_Return,Payment_Mode,Action_Type,Interaction_Time,Preferred_View,Feedback_Score,Recommendation_Type,Recommendation_Outcome,Prediction_Confidence,Decision_Quality,Error_Reduction,Cognitive_Load_Score
T0289,U63,2024-11-24,Loan,Stocks,3744.11,3813.5,9570.46,8955.828109389395,685,,Credit,Recommendation_Ignored,406,Charts,2,Budget Adjustment,Rejected,78.68,0,94.35,3
T0290,U7,2025-05-28,Investment,Utilities,415.16,10287.65,13525.9,14982.236632554534,419,0.92,Cash,Report_View,290,Tables,5,Investment Suggestion,Accepted,92.05,0,90.67,9
T0291,U13,2025-03-27,Income,Utilities,3292.4,13978.64,3868.86,3491.7809554992327,601,,Debit,Report_View,340,Charts,2,Budget Adjustment,Ignored,78.98,1,49.81,3
T0292,U5,2025-04-15,Loan,Utilities,4787.58,4564.36,7284.58,8211.332756615426,576,,Cash,Dashboard_Click,361,Tables,5,Investment Suggestion,Ignored,52.48,1,71.36,4
T0293,U11,2025-04-18,Tax,Stocks,208.52,14188.09,7263.39,5679.725241300534,459,,Online,Dashboard_Click,240,Charts,5,Budget Adjustment,Accepted,70.67,1,71.65,10
T0294,U77,2024-11-14,Investment,Stocks,4965.96,17636.91,7643.01,8720.366689552358,473,0.67,Debit,Recommendation_Accepted,581,Tables,3,Budget Adjustment,Rejected,85.62,1,52.68,10
T0295,U90,2025-02-21,Loan,Groceries,3325.75,3293.77,11310.11,10173.729265196773,596,,Online,Dashboard_Click,199,Summary,4,Risk Alert,Accepted,54.19,0,6.08,1
T0296,U60,2024-09-29,Expense,Healthcare,973.57,11514.37,12404.19,11422.61016800705,434,,Credit,Recommendation_Ignored,469,Tables,1,Risk Alert,Rejected,52.63,0,15.96,7
T0297,U24,2024-09-28,Investment,Insurance,1088.67,17921.42,7810.44,8501.336994075704,640,-4.89,Online,Dashboard_Click,96,Summary,3,Budget Adjustment,Ignored,91.23,0,81.35,5
T0298,U37,2025-04-03,Income,Healthcare,3103.22,4468.22,12285.85,12110.510041585414,484,,Cash,Report_View,441,Summary,4,Investment Suggestion,Ignored,84.68,0,39.27,9
T0299,U97,2024-10-03,Income,Utilities,763.18,17778.97,7089.8,8269.068709062694,745,,Online,Dashboard_Click,208,Tables,5,Budget Adjustment,Rejected,96.48,0,47.48,3
T0300,U54,2025-03-01,Investment,Salary,4439.21,5555.7,7756.07,8791.407419363211,370,2.58,Credit,Report_View,339,Summary,5,Risk Alert,Ignored,86.26,0,16.5,9
T0301,U66,2024-11-17,Loan,Salary,2459.1,10146.95,3097.38,2357.094485957662,465,,Credit,Report_View,338,Charts,3,Risk Alert,Ignored,58.9,0,81.72,7
T0302,U62,2025-03-28,Tax,EMI,3712.54,3063.22,6537.75,7182.277809054357,367,,Credit,Report_View,404,Charts,5,Risk Alert,Accepted,58.0,1,73.41,10
T0303,U84,2025-02-05,Income,Healthcare,3944.43,16353.91,7338.0,9018.602155470673,827,,Cash,Dashboard_Click,277,Charts,3,Risk Alert,Rejected,87.97,1,27.45,5
T0304,U24,2024-09-25,Tax,Insurance,3865.01,11513.31,10340.44,9965.640121239536,367,,Online,Report_View,474,Summary,4,Risk Alert,Ignored,75.93,0,83.58,3
T0305,U62,2025-08-31,Tax,Stocks,1634.02,14901.39,13662.91,15159.378881164652,689,,Debit,Dashboard_Click,262,Charts,5,Budget Adjustment,Rejected,75.25,1,30.48,9
T0306,U89,2025-04-01,Expense,Stocks,1183.63,1445.69,9084.3,7799.832696785782,526,,Online,Dashboard_Click,29,Charts,3,Budget Adjustment,Rejected,68.33,1,46.37,4
T0307,U54,2025-01-04,Tax,Salary,667.16,7105.68,14061.83,12755.14066169159,586,,Online,Recommendation_Ignored,255,Tables,3,Budget Adjustment,Accepted,81.26,0,21.03,7
T0308,U68,2025-03-16,Income,Healthcare,72.26,13753.63,14229.25,15886.806979801171,451,,Credit,Recommendation_Ignored,278,Tables,2,Investment Suggestion,Accepted,88.46,1,0.32,7
T0309,U86,2025-03-11,Income,EMI,1118.93,9546.56,12595.83,13894.66663777006,838,,Credit,Report_View,95,Detailed,3,Investment Suggestion,Ignored,95.43,0,5.62,7
T0310,U22,2025-03-06,Expense,Stocks,1939.94,16177.19,9041.6,7336.83743362537,303,,Cash,Report_View,369,Tables,4,Investment Suggestion,Accepted,77.7,0,5.52,9
T0311,U79,2025-06-04,Investment,Groceries,4126.61,7737.58,12000.04,13899.707189473495,424,1.9,Credit,Recommendation_Accepted,133,Summary,3,Investment Suggestion,Ignored,58.14,0,59.8,5
T0312,U71,2025-04-18,Expense,Utilities,2171.94,15150.21,12664.07,13931.977725665663,621,,Online,Report_View,470,Detailed,4,Risk Alert,Accepted,79.97,0,18.44,3
T0313,U16,2025-03-30,Investment,Stocks,2163.68,3404.18,7287.54,5696.579603639875,513,8.07,Credit,Dashboard_Click,593,Detailed,1,Budget Adjustment,Rejected,76.71,0,96.09,1
T0314,U58,2025-09-18,Investment,Travel,1391.51,5673.79,5259.72,5539.447971343381,342,3.28,Credit,Report_View,395,Detailed,3,Risk Alert,Ignored,67.24,1,19.17,6
T0315,U14,2025-08-20,Tax,Healthcare,4038.16,5523.33,12549.67,12570.157498347153,681,,Online,Recommendation_Accepted,172,Detailed,2,Budget Adjustment,Ignored,59.4,1,55.82,10
T0316,U9,2025-05-18,Expense,Utilities,1370.12,16404.62,5211.59,4059.651313572912,647,,Online,Recommendation_Ignored,294,Charts,3,Budget Adjustment,Accepted,66.01,0,20.42,4
T0317,U44,2024-10-31,Income,Salary,2129.1,11842.78,11770.48,12820.56046665897,467,,Credit,Recommendation_Ignored,358,Detailed,5,Investment Suggestion,Accepted,62.48,0,17.75,3
T0318,U88,2025-08-04,Tax,Salary,1275.21,2730.13,4628.82,6080.413733784328,336,,Credit,Recommendation_Ignored,464,Tables,3,Budget Adjustment,Ignored,57.83,1,17.93,9
T0319,U12,2025-07-28,Investment,Travel,2902.48,4777.06,9504.65,7880.788361000156,590,-3.63,Cash,Dashboard_Click,104,Tables,3,Risk Alert,Rejected,59.19,1,50.97,7
T0320,U1,2025-04-08,Loan,Groceries,4391.32,6099.55,3022.57,3830.4584478519273,572,,Online,Recommendation_Accepted,404,Detailed,3,Investment Suggestion,Accepted,81.16,1,7.96,2
T0321,U8,2024-12-07,Tax,Salary,2634.96,9346.29,7308.73,6139.674740806505,400,,Debit,Dashboard_Click,80,Tables,3,Investment Suggestion,Rejected,97.18,1,96.71,2
T0322,U68,2025-05-06,Income,Healthcare,1342.63,16957.27,8345.71,9815.716178409777,824,,Credit,Recommendation_Ignored,545,Charts,2,Investment Suggestion,Accepted,52.54,1,27.16,9
T0323,U57,2024-12-01,Tax,Healthcare,3586.28,1461.41,9555.75,8353.24742521546,516,,Online,Recommendation_Accepted,318,Summary,2,Risk Alert,Accepted,88.78,1,90.88,10
T0324,U28,2025-01-25,Investment,Healthcare,4812.28,1415.86,12876.28,11744.291817823256,786,0.31,Online,Dashboard_Click,430,Summary,1,Investment Suggestion,Rejected,57.26,1,92.04,7
T0325,U39,2024-12-03,Loan,Stocks,1876.9,7106.98,7099.89,7212.881066685862,670,,Credit,Report_View,572,Summary,4,Budget Adjustment,Accepted,67.89,0,10.62,6
T0326,U99,2024-10-15,Loan,Healthcare,3884.53,14271.04,5203.2,4465.3075678090645,795,,Credit,Recommendation_Ignored,332,Summary,3,Budget Adjustment,Rejected,86.65,1,73.29,5
T0327,U14,2025-09-17,Tax,Salary,4835.54,13991.0,9389.73,9909.127068815966,543,,Cash,Report_View,137,Detailed,3,Investment Suggestion,Accepted,67.4,0,93.54,7
T0328,U21,2024-12-27,Income,Healthcare,3567.27,17146.31,2522.07,3700.3149220061746,815,,Credit,Recommendation_Ignored,191,Charts,4,Risk Alert,Accepted,68.95,0,38.16,9
T0329,U17,2025-02-03,Tax,Groceries,2075.77,11269.66,13858.36,13237.972139012238,513,,Debit,Dashboard_Click,437,Detailed,2,Risk Alert,Accepted,97.72,1,88.23,8
T0330,U48,2024-12-29,Tax,EMI,2092.29,1579.56,4443.21,4841.194335410408,598,,Credit,Recommendation_Ignored,138,Charts,3,Investment Suggestion,Rejected,63.71,1,57.95,5
T0331,U27,2025-08-16,Expense,Travel,85.86,3166.33,9634.54,9980.012292983836,529,,Online,Recommendation_Accepted,396,Detailed,5,Risk Alert,Ignored,78.37,0,87.83,7
T0332,U49,2025-08-29,Loan,Utilities,2959.74,8700.16,5154.4,4837.4058971665,660,,Debit,Report_View,543,Tables,5,Risk Alert,Rejected,92.94,0,24.02,8
T0333,U49,2025-01-08,Expense,Healthcare,111.01,2928.91,12397.81,11607.575202991045,687,,Cash,Dashboard_Click,213,Tables,2,Budget Adjustment,Rejected,83.64,1,91.31,4
T0334,U82,2025-04-22,Investment,Stocks,629.85,7479.39,11274.31,9934.701262462966,328,-9.87,Online,Recommendation_Accepted,299,Summary,2,Risk Alert,Ignored,82.28,1,86.33,2
T0335,U40,2025-09-09,Loan,Stocks,3203.87,15635.8,9972.16,11274.143909659497,319,,Credit,Report_View,244,Charts,1,Investment Suggestion,Accepted,81.17,1,19.38,1
T0336,U48,2024-12-10,Expense,Healthcare,879.47,19192.08,13498.77,12495.053201227736,614,,Debit,Dashboard_Click,599,Summary,3,Risk Alert,Accepted,63.32,0,98.55,3
T0337,U20,2024-11-23,Income,Stocks,1076.23,10841.97,14113.4,14593.99581315602,373,,Cash,Recommendation_Accepted,166,Tables,4,Budget Adjustment,Rejected,83.64,0,82.46,2
T0338,U76,2025-07-15,Tax,Healthcare,4806.17,3777.28,4395.15,2845.070089367323,425,,Debit,Report_View,472,Detailed,5,Budget Adjustment,Accepted,70.73,1,84.09,6
T0339,U65,2024-12-18,Income,EMI,207.62,17935.12,10284.86,9583.345620140288,335,,Cash,Recommendation_Accepted,473,Detailed,2,Budget Adjustment,Rejected,98.32,0,37.4,1
T0340,U24,2024-10-18,Loan,Stocks,2446.0,4554.22,6915.63,7751.053636501179,616,,Credit,Dashboard_Click,269,Charts,1,Investment Suggestion,Ignored,95.75,1,78.0,4
T0341,U90,2025-07-25,Expense,Stocks,2496.56,7332.41,4418.69,6171.01634454795,486,,Credit,Recommendation_Accepted,82,Tables,1,Investment Suggestion,Accepted,81.45,0,63.83,9
T0342,U73,2025-04-11,Tax,Salary,481.69,5465.33,6709.3,7497.031956606403,819,,Debit,Report_View,364,Detailed,1,Budget Adjustment,Rejected,65.48,1,2.44,9
T0343,U15,2024-12-18,Expense,EMI,707.88,10055.12,11256.02,12422.179889059458,526,,Credit,Dashboard_Click,101,Charts,5,Risk Alert,Rejected,98.51,0,30.07,5
T0344,U3,2025-01-12,Tax,Stocks,953.99,16572.56,10197.83,10390.017091743297,769,,Online,Dashboard_Click,286,Charts,5,Investment Suggestion,Ignored,58.38,1,64.26,8
T0345,U100,2024-10-07,Loan,Groceries,663.37,15007.38,8360.42,6431.138737017365,659,,Debit,Dashboard_Click,39,Tables,3,Risk Alert,Ignored,83.8,1,31.22,1
T0346,U1,2025-03-17,Loan,Travel,570.29,12973.93,3996.78,3181.7881419501346,400,,Online,Recommendation_Accepted,457,Detailed,5,Investment Suggestion,Accepted,94.92,0,11.7,3
T0347,U30,2024-10-20,Loan,Salary,4052.63,4224.86,8937.93,10674.631627881463,431,,Debit,Recommendation_Accepted,540,Tables,1,Investment Suggestion,Ignored,80.21,0,41.21,4
T0348,U26,2025-07-14,Tax,Insurance,313.22,6348.66,2830.08,1858.5459074392284,561,,Online,Recommendation_Accepted,377,Detailed,4,Budget Adjustment,Accepted,85.18,1,27.06,1
T0349,U16,2025-08-26,Investment,Stocks,673.31,9316.63,8638.99,7130.1032281661055,627,2.75,Debit,Recommendation_Ignored,551,Tables,1,Risk Alert,Ignored,71.03,0,32.89,7
T0350,U69,2025-06-22,Investment,EMI,1816.48,14650.3,6796.31,7059.637101010263,389,12.6,Online,Report_View,263,Charts,1,Investment Suggestion,Ignored,73.04,0,55.76,5
T0351,U7,2024-12-21,Tax,Utilities,3870.94,15961.31,4564.64,4926.153191313393,751,,Cash,Report_View,29,Charts,2,Investment Suggestion,Ignored,55.19,0,71.48,8
T0352,U48,2025-06-20,Tax,Utilities,4109.41,1434.45,10157.31,8836.452611492772,662,,Credit,Dashboard_Click,246,Summary,1,Risk Alert,Ignored,53.58,1,25.44,2
T0353,U12,2025-07-10,Loan,Salary,132.86,16466.47,5776.46,5689.856019833091,806,,Debit,Recommendation_Accepted,204,Charts,4,Risk Alert,Ignored,86.39,1,14.11,8
T0354,U36,2025-05-14,Expense,EMI,2515.37,2823.61,10063.01,8578.846196075408,846,,Credit,Recommendation_Accepted,226,Tables,3,Risk Alert,Accepted,62.18,0,51.73,2
T0355,U85,2024-12-03,Tax,Stocks,3920.35,10071.84,4676.77,2906.1580838153236,743,,Credit,Recommendation_Ignored,53,Summary,1,Investment Suggestion,Ignored,79.15,0,89.51,3
T0356,U53,2025-04-03,Loan,Stocks,2950.23,8283.5,12186.63,11063.23112584381,351,,Online,Recommendation_Ignored,195,Detailed,1,Investment Suggestion,Rejected,73.99,1,5.04,2
T0357,U24,2025-09-02,Expense,EMI,3842.79,13595.16,7255.27,7019.470706511168,835,,Credit,Dashboard_Click,165,Charts,2,Investment Suggestion,Rejected,63.91,0,11.89,9
T0358,U8,2024-12-07,Tax,Salary,3315.96,16207.88,10684.52,10293.968592098383,300,,Cash,Recommendation_Accepted,180,Summary,2,Budget Adjustment,Rejected,57.21,1,25.71,8
T0359,U61,2025-08-24,Loan,Groceries,1877.23,4688.65,11254.75,11122.990507198476,569,,Credit,Report_View,237,Detailed,3,Investment Suggestion,Rejected,75.22,0,15.79,5
T0360,U19,2025-03-05,Expense,Groceries,288.57,9424.2,3872.67,2238.0955099329435,843,,Debit,Dashboard_Click,168,Charts,4,Budget Adjustment,Rejected,97.72,0,83.82,4
T0361,U65,2025-05-30,Investment,Travel,343.72,18236.35,12592.84,12894.345998405835,638,-7.49,Cash,Recommendation_Ignored,599,Summary,2,Risk Alert,Rejected,71.87,1,44.53,8
T0362,U55,2025-04-22,Loan,Healthcare,2716.4,10666.82,14916.82,14574.843453980267,390,,Debit,Recommendation_Accepted,429,Detailed,5,Risk Alert,Accepted,94.02,1,14.16,6
T0363,U91,2025-03-07,Investment,Salary,2426.85,17735.82,2503.09,2748.090214033233,657,-1.07,Cash,Recommendation_Ignored,136,Tables,2,Investment Suggestion,Ignored,59.95,1,59.85,3
T0364,U62,2025-05-04,Income,Groceries,4327.22,16274.76,11494.68,11877.022558225166,585,,Credit,Recommendation_Ignored,490,Detailed,4,Risk Alert,Rejected,51.99,1,90.83,5
T0365,U89,2025-04-19,Income,Insurance,538.64,16314.84,13646.39,13599.869517785997,463,,Online,Recommendation_Ignored,539,Charts,3,Risk Alert,Rejected,50.12,0,32.0,9
T0366,U66,2024-12-31,Income,Insurance,2965.36,6413.48,13257.06,13068.481585036008,531,,Cash,Recommendation_Accepted,395,Detailed,3,Investment Suggestion,Accepted,57.68,0,70.63,3
T0367,U38,2025-01-12,Income,Salary,3687.69,14772.79,6874.54,7248.165905892414,558,,Online,Recommendation_Ignored,580,Charts,3,Investment Suggestion,Accepted,98.53,0,62.58,7
T0368,U34,2024-12-19,Loan,Insurance,4203.91,19746.67,12793.74,13330.248857402647,747,,Cash,Recommendation_Ignored,171,Detailed,1,Investment Suggestion,Accepted,83.78,1,28.15,10
T0369,U87,2024-12-25,Tax,Groceries,1467.06,14158.22,5232.04,4581.013172156259,628,,Debit,Dashboard_Click,542,Tables,1,Investment Suggestion,Accepted,74.09,1,91.39,1
T0370,U6,2025-02-17,Loan,Healthcare,2950.67,9345.77,10538.47,11890.73515137733,642,,Credit,Recommendation_Ignored,86,Summary,4,Investment Suggestion,Rejected,69.16,0,94.81,3
T0371,U14,2024-11-28,Tax,Travel,122.51,8730.46,4331.53,4559.513198676131,329,,Credit,Recommendation_Ignored,430,Charts,5,Budget Adjustment,Ignored,94.17,0,45.47,4
T0372,U60,2024-10-04,Income,Utilities,754.24,16031.4,6340.12,6484.610995311426,327,,Online,Recommendation_Accepted,143,Tables,3,Risk Alert,Ignored,89.39,0,92.95,3
T0373,U55,2025-02-10,Tax,Healthcare,262.04,4815.55,5742.82,5198.262597471216,449,,Online,Recommendation_Accepted,395,Tables,2,Investment Suggestion,Ignored,50.58,1,0.83,2
T0374,U29,2025-04-18,Investment,Salary,3505.4,17722.22,3905.85,4340.289536620243,392,4.0,Online,Recommendation_Ignored,559,Summary,3,Budget Adjustment,Rejected,52.15,0,60.37,4
T0375,U70,2025-09-01,Tax,Healthcare,477.23,17492.78,11024.33,9714.236150573295,463,,Debit,Recommendation_Accepted,113,Tables,2,Investment Suggestion,Accepted,53.38,0,21.08,4
T0376,U57,2025-01-02,Loan,Salary,600.69,10285.14,12996.73,11469.842308487436,615,,Cash,Recommendation_Accepted,494,Detailed,4,Risk Alert,Accepted,96.11,0,13.05,8
T0377,U14,2024-12-24,Income,Travel,2391.05,14226.76,6909.2,5162.075062820361,604,,Cash,Dashboard_Click,451,Detailed,3,Risk Alert,Accepted,50.82,0,71.2,7
T0378,U19,2024-11-12,Expense,Salary,60.61,15196.12,13039.62,11814.335179992197,666,,Online,Report_View,121,Charts,5,Budget Adjustment,Ignored,94.08,0,95.37,1
T0379,U87,2025-02-25,Investment,Groceries,3101.45,12202.71,4914.63,6761.077109782183,377,1.37,Credit,Recommendation_Ignored,452,Tables,5,Risk Alert,Ignored,66.86,0,1.15,1
T0380,U8,2024-11-09,Loan,Salary,1471.9,12483.23,2139.03,233.36652953517296,550,,Debit,Report_View,372,Detailed,4,Risk Alert,Accepted,97.51,1,11.99,6
T0381,U61,2025-07-19,Expense,Salary,1052.39,10952.08,13157.99,14100.682565132369,825,,Debit,Recommendation_Accepted,165,Tables,3,Investment Suggestion,Accepted,62.86,1,33.21,5
T0382,U30,2024-11-20,Expense,EMI,320.95,2809.72,3505.32,2093.866444305772,457,,Online,Dashboard_Click,547,Tables,3,Investment Suggestion,Accepted,78.49,0,54.84,7
T0383,U46,2025-05-01,Tax,Stocks,3742.19,19512.9,10047.78,9634.590880462469,612,,Credit,Report_View,587,Summary,4,Risk Alert,Ignored,79.85,0,26.51,1
T0384,U92,2025-07-01,Tax,EMI,1860.12,10600.02,10117.92,8441.090639824293,329,,Credit,Recommendation_Accepted,481,Summary,2,Investment Suggestion,Accepted,98.87,1,50.4,4
T0385,U83,2025-07-22,Investment,Travel,3558.32,3101.55,13581.66,13439.848853365129,824,1.84,Cash,Dashboard_Click,334,Tables,4,Budget Adjustment,Ignored,61.22,0,74.77,3
T0386,U39,2024-10-09,Investment,Travel,2649.14,12270.6,8445.55,8495.138068311833,511,8.35,Credit,Recommendation_Accepted,212,Tables,4,Risk Alert,Accepted,84.99,0,76.69,1
T0387,U73,2024-12-16,Tax,Healthcare,2712.99,13415.18,5279.71,5651.314977005447,848,,Debit,Recommendation_Ignored,112,Summary,4,Risk Alert,Ignored,80.57,1,19.97,1
T0388,U13,2025-06-08,Income,Utilities,4151.96,1655.93,10400.25,9585.979098135871,466,,Cash,Report_View,455,Tables,3,Budget Adjustment,Ignored,60.52,0,40.57,5
T0389,U96,2024-09-30,Income,Travel,3868.35,19364.15,4144.78,5039.775451468984,375,,Online,Dashboard_Click,116,Tables,2,Risk Alert,Rejected,95.31,0,40.46,6
T0390,U62,2024-11-07,Expense,Salary,1787.02,1471.98,7288.77,8748.290204765364,742,,Credit,Recommendation_Ignored,180,Detailed,3,Investment Suggestion,Rejected,61.89,1,80.39,3
T0391,U63,2025-04-27,Loan,Stocks,2731.26,17462.59,5489.33,6587.62246886562,759,,Online,Dashboard_Click,165,Summary,5,Investment Suggestion,Accepted,92.62,1,66.7,9
T0392,U16,2025-01-26,Tax,Groceries,928.68,1240.5,7780.01,9101.9471588737,627,,Debit,Recommendation_Accepted,275,Tables,4,Investment Suggestion,Rejected,90.23,1,54.65,6
T0393,U27,2025-02-13,Investment,Healthcare,2205.22,6787.77,5055.14,4754.775851155531,519,-1.11,Credit,Report_View,109,Charts,2,Investment Suggestion,Accepted,76.0,1,89.74,9
T0394,U42,2024-10-09,Investment,Insurance,3992.0,14737.44,5932.11,5230.1677548438065,565,10.5,Credit,Recommendation_Ignored,203,Tables,2,Budget Adjustment,Ignored,64.9,1,25.95,1
T0395,U70,2024-11-19,Loan,Insurance,1114.57,16217.44,3741.32,5597.52002796631,458,,Cash,Recommendation_Accepted,148,Summary,2,Investment Suggestion,Rejected,63.66,1,56.98,6
T0396,U57,2024-12-14,Investment,Salary,1425.24,13886.28,6914.09,6761.291913334762,597,13.72,Cash,Dashboard_Click,493,Summary,1,Risk Alert,Rejected,91.42,1,5.77,3
T0397,U66,2025-02-08,Tax,Utilities,1600.42,9617.0,5401.47,7153.135969355231,458,,Online,Recommendation_Ignored,417,Summary,1,Risk Alert,Ignored,64.68,1,15.83,10
T0398,U33,2025-02-19,Tax,EMI,2533.81,8299.87,3492.49,4750.694107880407,598,,Debit,Dashboard_Click,117,Tables,1,Investment Suggestion,Ignored,73.44,1,42.57,8
T0399,U28,2025-05-02,Tax,Utilities,4622.68,15236.7,13999.99,14242.528724623595,337,,Debit,Recommendation_Ignored,111,Summary,2,Risk Alert,Accepted,76.83,0,45.13,4
T0400,U20,2025-09-22,Tax,Groceries,4265.3,10188.18,4737.72,5258.5108990408335,560,,Online,Dashboard_Click,487,Charts,4,Investment Suggestion,Rejected,92.68,0,35.15,5
T0401,U72,2024-11-17,Expense,Groceries,3710.95,19241.79,3508.74,4108.683535462496,455,,Cash,Dashboard_Click,9,Summary,4,Budget Adjustment,Rejected,68.52,1,70.68,1
T0402,U68,2025-02-07,Expense,Utilities,4432.54,9548.45,10165.01,9594.485695680636,559,,Online,Dashboard_Click,591,Tables,3,Risk Alert,Rejected,65.79,1,38.26,3
T0403,U39,2024-12-14,Expense,Utilities,702.4,8368.31,7548.74,6316.597296144343,698,,Cash,Recommendation_Accepted,331,Summary,1,Budget Adjustment,Accepted,92.5,1,8.09,6
T0404,U56,2024-12-04,Tax,Insurance,1555.56,7707.65,10553.82,11083.251559444154,848,,Credit,Recommendation_Accepted,319,Tables,2,Risk Alert,Rejected,97.11,0,39.78,4
T0405,U80,2025-07-09,Expense,Stocks,3865.53,13769.59,14924.19,16511.434826765133,771,,Credit,Recommendation_Ignored,111,Summary,4,Risk Alert,Ignored,62.83,1,31.9,6
T0406,U3,2025-01-12,Investment,Healthcare,2531.59,14636.51,10376.44,9666.997542554302,446,-8.79,Cash,Recommendation_Accepted,512,Detailed,3,Investment Suggestion,Accepted,82.36,0,80.74,4
T0407,U19,2025-05-09,Income,Salary,1689.76,9613.12,11883.58,10013.983331469717,737,,Cash,Recommendation_Accepted,357,Summary,1,Investment Suggestion,Ignored,64.51,1,57.1,8
T0408,U60,2025-05-21,Tax,Groceries,4361.86,19439.2,7966.32,7121.730728373765,751,,Credit,Recommendation_Ignored,546,Charts,3,Budget Adjustment,Ignored,55.2,1,10.53,10
T0409,U55,2024-10-07,Investment,Healthcare,3699.88,14607.82,3086.6,3410.10994065586,752,0.32,Credit,Recommendation_Ignored,245,Charts,4,Investment Suggestion,Ignored,68.65,0,56.97,7
T0410,U28,2025-08-28,Expense,Salary,292.49,17988.02,11221.51,12387.051969836311,594,,Debit,Recommendation_Accepted,568,Tables,4,Investment Suggestion,Accepted,55.88,0,62.8,6
T0411,U79,2025-04-07,Investment,Stocks,3389.83,16061.08,2377.63,452.18594706570957,527,-6.18,Debit,Dashboard_Click,255,Charts,3,Budget Adjustment,Ignored,83.17,1,83.68,5
T0412,U55,2025-09-21,Income,Travel,1235.06,4589.57,11883.46,10841.192012852845,475,,Debit,Recommendation_Ignored,103,Summary,1,Risk Alert,Rejected,67.18,0,24.6,6
T0413,U3,2025-05-16,Tax,EMI,3742.5,18704.05,2038.85,3157.7919234513333,319,,Online,Report_View,549,Summary,5,Budget Adjustment,Accepted,83.64,1,41.96,7
T0414,U24,2025-01-11,Investment,Groceries,2926.73,12854.16,4255.39,5657.051943631589,764,10.66,Cash,Recommendation_Accepted,157,Detailed,2,Investment Suggestion,Ignored,70.63,1,45.34,8
T0415,U76,2025-03-21,Tax,Insurance,3221.42,17179.21,9367.6,10827.572256433212,651,,Debit,Recommendation_Accepted,475,Summary,5,Budget Adjustment,Rejected,80.93,1,17.92,4
T0416,U20,2025-08-02,Income,Salary,437.79,1666.82,4361.25,3592.5197671818323,625,,Credit,Recommendation_Ignored,335,Detailed,4,Investment Suggestion,Ignored,83.66,1,52.2,10
T0417,U79,2025-07-13,Tax,Stocks,57.7,5989.13,8167.9,7593.649581607843,599,,Credit,Dashboard_Click,434,Charts,2,Investment Suggestion,Rejected,54.79,0,91.95,4
T0418,U2,2025-07-02,Tax,Groceries,1822.62,13171.82,6874.69,7043.9195194069725,339,,Debit,Report_View,419,Summary,2,Budget Adjustment,Rejected,61.82,0,17.76,6
T0419,U12,2024-12-30,Tax,Salary,64.3,18424.11,5899.29,4157.829677591384,705,,Credit,Dashboard_Click,563,Charts,1,Budget Adjustment,Rejected,77.56,1,18.76,6
T0420,U19,2025-02-02,Investment,Groceries,2031.36,4524.45,12892.27,13295.153200872035,595,4.21,Online,Recommendation_Accepted,528,Charts,4,Budget Adjustment,Rejected,79.58,1,25.63,1
T0421,U68,2025-06-05,Loan,Salary,988.14,2911.22,10390.81,9761.353841295653,635,,Online,Recommendation_Ignored,497,Charts,3,Investment Suggestion,Accepted,63.31,1,72.79,2
T0422,U96,2025-07-11,Loan,Travel,295.07,1966.9,4261.73,4488.607185999132,417,,Cash,Recommendation_Accepted,37,Charts,5,Investment Suggestion,Rejected,66.8,1,82.34,9
T0423,U58,2024-11-11,Investment,Stocks,4284.75,12677.15,14082.51,13609.540907383773,598,-6.17,Online,Recommendation_Accepted,420,Detailed,3,Risk Alert,Ignored,76.8,1,54.58,10
T0424,U34,2024-12-10,Expense,EMI,4954.44,4733.13,11595.03,11151.235439862017,607,,Credit,Report_View,27,Detailed,5,Risk Alert,Rejected,68.79,0,6.29,7
T0425,U77,2024-11-22,Income,Healthcare,3336.44,12512.96,2017.21,92.42877697639801,708,,Debit,Report_View,38,Summary,1,Investment Suggestion,Rejected,75.4,0,9.31,2
T0426,U43,2025-03-04,Expense,Stocks,4827.69,9231.57,10343.82,12211.068545185557,540,,Credit,Recommendation_Accepted,186,Tables,4,Budget Adjustment,Accepted,62.18,1,46.2,6
T0427,U81,2025-09-17,Investment,Salary,1981.49,11774.32,3389.01,5067.4486355944355,632,-0.95,Debit,Recommendation_Accepted,223,Tables,4,Investment Suggestion,Accepted,55.74,0,36.02,4
T0428,U39,2025-08-07,Loan,Travel,1241.84,7044.6,4983.93,5636.209332771359,569,,Credit,Recommendation_Accepted,593,Summary,5,Risk Alert,Accepted,89.85,0,87.85,4
T0429,U10,2025-01-05,Investment,Groceries,3228.11,10713.59,12151.65,10960.29556066493,576,3.42,Cash,Recommendation_Ignored,461,Summary,1,Investment Suggestion,Accepted,95.86,0,66.59,7
T0430,U83,2025-07-27,Income,Insurance,2347.19,15616.04,8734.34,10505.839992909085,443,,Debit,Recommendation_Ignored,361,Summary,2,Investment Suggestion,Accepted,52.01,0,94.39,9
T0431,U71,2025-09-24,Loan,Utilities,4698.88,2524.19,9551.9,7809.040587717762,327,,Online,Dashboard_Click,178,Summary,5,Investment Suggestion,Rejected,88.7,0,34.46,4
T0432,U10,2025-09-03,Expense,Travel,2110.91,3730.48,10115.43,9774.708074477756,783,,Online,Recommendation_Ignored,453,Detailed,5,Investment Suggestion,Rejected,99.26,1,84.11,8
